שם רשות מקומית,שנה,רכב פרטי
יזרעאל,2016,148
יזרעאל,2017,161
יזרעאל,2018,155
יזרעאל,2019,160
יחיעם,2015,194
יחיעם,2016,218
יחיעם,2017,239
יחיעם,2018,266
יחיעם,2019,268
יטבתה,2015,56
יטבתה,2016,68
יטבתה,2017,82
יטבתה,2018,94
יטבתה,2019,100
"ייט""ב",2015,69
"ייט""ב",2016,82
"ייט""ב",2017,90
"ייט""ב",2018,100
"ייט""ב",2019,109
יכיני,2015,202
יכיני,2016,219
יכיני,2017,240
יכיני,2018,244
יכיני,2019,246
ינוב,2015,325
ינוב,2016,338
ינוב,2017,371
ינוב,2018,375
ינוב,2019,389
ינון,2015,388
ינון,2016,416
ינון,2017,439
ינון,2018,464
ינון,2019,500
יסוד המעלה,2015,651
יסוד המעלה,2016,706
יסוד המעלה,2017,756
יסוד המעלה,2018,733
יסוד המעלה,2019,742
יסודות,2015,84
יסודות,2016,91
יסודות,2017,92
יסודות,2018,100
יסודות,2019,103
יסעור,2015,186
יסעור,2016,209
יסעור,2017,242
יסעור,2018,239
יסעור,2019,248
יעד,2015,273
יעד,2016,282
יעד,2017,290
יעד,2018,294
יעד,2019,308
יעף,2015,88
יעף,2016,98
יעף,2017,112
יעף,2018,115
יעף,2019,114
יערה,2015,263
יערה,2016,277
יערה,2017,299
יערה,2018,324
יערה,2019,326
יפיע,2015,"4,864"
יפיע,2016,"5,217"
יפיע,2017,"5,674"
יפיע,2018,"6,018"
יפיע,2019,"6,331"
יפית,2015,56
יפית,2016,58
יפית,2017,73
יפית,2018,74
יפית,2019,69
יפעת,2015,287
יפעת,2016,314
יפעת,2017,317
יפעת,2018,324
יפעת,2019,333
יפתח,2015,211
יפתח,2016,217
יפתח,2017,235
יפתח,2018,250
יפתח,2019,271
יצהר,2015,260
יצהר,2016,283
יצהר,2017,305
יצהר,2018,310
יצהר,2019,343
יציץ,2015,279
יציץ,2016,297
יציץ,2017,350
יציץ,2018,353
יציץ,2019,350
יקום,2015,553
יקום,2016,459
יקום,2017,356
יקום,2018,316
יקום,2019,324
יקיר,2015,450
יקיר,2016,480
יקיר,2017,538
יקיר,2018,572
יקיר,2019,621
יקנעם (מושבה),2015,555
יקנעם (מושבה),2016,567
יקנעם (מושבה),2017,586
יקנעם (מושבה),2018,605
יקנעם (מושבה),2019,626
יקנעם עילית,2015,"6,567"
יקנעם עילית,2016,"6,981"
יקנעם עילית,2017,"7,484"
יקנעם עילית,2018,"7,863"
יקנעם עילית,2019,"8,303"
יראון,2015,105
יראון,2016,116
יראון,2017,123
יראון,2018,135
יראון,2019,135
ירדנה,2015,133
ירדנה,2016,135
ירדנה,2017,141
ירדנה,2018,143
ירדנה,2019,137
ירוחם,2015,"1,952"
ירוחם,2016,"2,147"
ירוחם,2017,"2,455"
ירוחם,2018,"2,604"
ירוחם,2019,"2,806"
ירושלים,2015,"170,862"
ירושלים,2016,"181,920"
ירושלים,2017,"194,620"
ירושלים,2018,"203,836"
ירושלים,2019,"212,651"
ירחיב,2015,335
ירחיב,2016,361
ירחיב,2017,417
ירחיב,2018,436
ירחיב,2019,448
ירכא,2015,"4,297"
ירכא,2016,"4,685"
ירכא,2017,"5,163"
ירכא,2018,"5,584"
ירכא,2019,"5,989"
ירקונה,2015,183
ירקונה,2016,183
ירקונה,2017,180
ירקונה,2018,182
ירקונה,2019,192
ישע,2015,158
ישע,2016,157
ישע,2017,163
ישע,2018,181
ישע,2019,194
ישעי,2015,194
ישעי,2016,205
ישעי,2017,221
ישעי,2018,235
ישעי,2019,244
ישרש,2015,380
ישרש,2016,420
ישרש,2017,436
ישרש,2018,468
ישרש,2019,465
יתד,2015,131
יתד,2016,148
יתד,2017,163
יתד,2018,199
יתד,2019,213
כאבול,2015,"3,028"
כאבול,2016,"3,261"
כאבול,2017,"3,570"
כאבול,2018,"3,820"
כאבול,2019,"4,057"
כאוכב אבו אל-היג'א,2015,"1,082"
כאוכב אבו אל-היג'א,2016,"1,190"
כאוכב אבו אל-היג'א,2017,"1,298"
כאוכב אבו אל-היג'א,2018,"1,342"
כאוכב אבו אל-היג'א,2019,"1,406"
כברי,2015,283
כברי,2016,312
כברי,2017,328
כברי,2018,319
כברי,2019,339
כדורי,2015,23
כדורי,2016,28
כדורי,2017,28
כדורי,2018,29
כדורי,2019,27
כדיתה,2015,22
כדיתה,2016,24
כדיתה,2017,25
כדיתה,2018,21
כדיתה,2019,17
כוכב השחר,2015,382
כוכב השחר,2016,417
כוכב השחר,2017,461
כוכב השחר,2018,495
כוכב השחר,2019,543
כוכב יאיר,2015,"4,234"
כוכב יאיר,2016,"4,463"
כוכב יאיר,2017,"4,565"
כוכב יאיר,2018,"4,678"
כוכב יאיר,2019,"4,729"
כוכב יעקב,2015,666
כוכב יעקב,2016,781
כוכב יעקב,2017,870
כוכב יעקב,2018,969
כוכב יעקב,2019,"1,085"
כוכב מיכאל,2015,310
כוכב מיכאל,2016,333
כוכב מיכאל,2017,360
כוכב מיכאל,2018,374
כוכב מיכאל,2019,377
כורזים,2015,176
כורזים,2016,197
כורזים,2017,203
כורזים,2018,204
כורזים,2019,199
כחל,2015,182
כחל,2016,198
כחל,2017,209
כחל,2018,234
כחל,2019,231
כחלה,2015,6
כחלה,2016,4
כחלה,2017,11
כחלה,2018,24
כחלה,2019,27
כיסופים,2015,67
כיסופים,2016,75
כיסופים,2017,73
כיסופים,2018,79
כיסופים,2019,94
כישור,2015,15
כישור,2016,13
כישור,2017,15
כישור,2018,15
כישור,2019,16
כליל,2015,175
כליל,2016,198
כליל,2017,222
כליל,2018,223
כליל,2019,254
כלנית,2015,107
כלנית,2016,112
כלנית,2017,119
כלנית,2018,120
כלנית,2019,125
כמאנה,2015,320
כמאנה,2016,349
כמאנה,2017,358
כמאנה,2018,374
כמאנה,2019,386
כמהין,2015,42
כמהין,2016,46
כמהין,2017,53
כמהין,2018,62
כמהין,2019,73
כמון,2015,233
כמון,2016,251
כמון,2017,253
כמון,2018,272
כמון,2019,287
כנות,2015,84
כנות,2016,97
כנות,2017,78
כנות,2018,81
כנות,2019,76
כנף,2015,118
כנף,2016,132
כנף,2017,146
כנף,2018,159
כנף,2019,160
כנרת (מושבה),2015,243
כנרת (מושבה),2016,282
כנרת (מושבה),2017,309
כנרת (מושבה),2018,332
כנרת (מושבה),2019,322
כנרת (קבוצה),2015,199
כנרת (קבוצה),2016,209
כנרת (קבוצה),2017,214
כנרת (קבוצה),2018,219
כנרת (קבוצה),2019,238
כסיפה,2015,"1,210"
כסיפה,2016,"1,313"
כסיפה,2017,"1,393"
כסיפה,2018,"1,371"
כסיפה,2019,"1,408"
כסלון,2015,131
כסלון,2016,129
כסלון,2017,135
כסלון,2018,143
כסלון,2019,151
כסרא-סמיע,2015,"1,926"
כסרא-סמיע,2016,"2,094"
כסרא-סמיע,2017,"2,292"
כסרא-סמיע,2018,"2,394"
כסרא-סמיע,2019,"2,577"
כעביה-טבאש-חג'אג'רה,2015,"1,364"
כעביה-טבאש-חג'אג'רה,2016,"1,452"
כעביה-טבאש-חג'אג'רה,2017,"1,650"
כעביה-טבאש-חג'אג'רה,2018,"1,766"
כעביה-טבאש-חג'אג'רה,2019,"1,830"
כפר אביב,2015,322
כפר אביב,2016,326
כפר אביב,2017,326
כפר אביב,2018,333
כפר אביב,2019,340
כפר אדומים,2015,"1,039"
כפר אדומים,2016,"1,103"
כפר אדומים,2017,"1,188"
כפר אדומים,2018,"1,263"
כפר אדומים,2019,"1,333"
כפר אוריה,2015,251
כפר אוריה,2016,272
כפר אוריה,2017,279
כפר אוריה,2018,304
כפר אוריה,2019,314
כפר אחים,2015,268
כפר אחים,2016,288
כפר אחים,2017,306
כפר אחים,2018,320
כפר אחים,2019,324
כפר ביאליק,2015,239
כפר ביאליק,2016,260
כפר ביאליק,2017,263
כפר ביאליק,2018,279
כפר ביאליק,2019,266
"כפר ביל""ו",2015,471
"כפר ביל""ו",2016,503
"כפר ביל""ו",2017,503
"כפר ביל""ו",2018,498
"כפר ביל""ו",2019,507
כפר בלום,2015,237
כפר בלום,2016,250
כפר בלום,2017,292
כפר בלום,2018,305
כפר בלום,2019,318
כפר בן נון,2015,259
כפר בן נון,2016,274
כפר בן נון,2017,294
כפר בן נון,2018,299
כפר בן נון,2019,310
כפר ברא,2015,921
כפר ברא,2016,981
כפר ברא,2017,"1,081"
כפר ברא,2018,"1,198"
כפר ברא,2019,"1,294"
כפר ברוך,2015,177
כפר ברוך,2016,200
כפר ברוך,2017,194
כפר ברוך,2018,206
כפר ברוך,2019,219
כפר גדעון,2015,57
כפר גדעון,2016,62
כפר גדעון,2017,69
כפר גדעון,2018,79
כפר גדעון,2019,81
כפר גלים,2015,25
כפר גלים,2016,37
כפר גלים,2017,39
כפר גלים,2018,34
כפר גלים,2019,30
כפר גליקסון,2015,111
כפר גליקסון,2016,113
כפר גליקסון,2017,112
כפר גליקסון,2018,124
כפר גליקסון,2019,132
כפר גלעדי,2015,217
כפר גלעדי,2016,217
כפר גלעדי,2017,249
כפר גלעדי,2018,257
כפר גלעדי,2019,272
כפר דניאל,2015,260
כפר דניאל,2016,275
כפר דניאל,2017,254
כפר דניאל,2018,283
כפר דניאל,2019,285
כפר האורנים,2015,669
כפר האורנים,2016,731
כפר האורנים,2017,753
כפר האורנים,2018,795
כפר האורנים,2019,825
כפר החורש,2015,211
כפר החורש,2016,223
כפר החורש,2017,233
כפר החורש,2018,246
כפר החורש,2019,238
כפר המכבי,2015,124
כפר המכבי,2016,132
כפר המכבי,2017,144
כפר המכבי,2018,148
כפר המכבי,2019,150
כפר הנגיד,2015,492
כפר הנגיד,2016,512
כפר הנגיד,2017,515
כפר הנגיד,2018,531
כפר הנגיד,2019,522
כפר הנוער הדתי,2015,17
כפר הנוער הדתי,2016,11
כפר הנוער הדתי,2017,9
כפר הנוער הדתי,2018,8
כפר הנוער הדתי,2019,7
כפר הנשיא,2015,220
כפר הנשיא,2016,232
כפר הנשיא,2017,251
כפר הנשיא,2018,255
כפר הנשיא,2019,259
כפר הס,2015,533
כפר הס,2016,562
כפר הס,2017,560
כפר הס,2018,578
כפר הס,2019,593
"כפר הרא""ה",2015,371
"כפר הרא""ה",2016,390
"כפר הרא""ה",2017,399
"כפר הרא""ה",2018,394
"כפר הרא""ה",2019,408
"כפר הרי""ף",2015,336
"כפר הרי""ף",2016,350
"כפר הרי""ף",2017,360
"כפר הרי""ף",2018,360
"כפר הרי""ף",2019,375
כפר ויתקין,2015,802
כפר ויתקין,2016,814
כפר ויתקין,2017,870
כפר ויתקין,2018,894
כפר ויתקין,2019,903
כפר ורבורג,2015,419
כפר ורבורג,2016,444
כפר ורבורג,2017,441
כפר ורבורג,2018,457
כפר ורבורג,2019,497
כפר ורדים,2015,"2,253"
כפר ורדים,2016,"2,371"
כפר ורדים,2017,"2,438"
כפר ורדים,2018,"2,537"
כפר ורדים,2019,"2,574"
כפר זוהרים,2015,4
כפר זוהרים,2016,6
כפר זוהרים,2017,5
כפר זוהרים,2018,8
כפר זוהרים,2019,4
כפר זיתים,2015,208
כפר זיתים,2016,231
כפר זיתים,2017,213
כפר זיתים,2018,228
כפר זיתים,2019,243
"כפר חב""ד",2015,926
"כפר חב""ד",2016,"1,032"
"כפר חב""ד",2017,"1,119"
"כפר חב""ד",2018,"1,188"
"כפר חב""ד",2019,"1,250"
כפר חושן,2015,292
כפר חושן,2016,305
כפר חושן,2017,313
כפר חושן,2018,335
כפר חושן,2019,356
כפר חיטים,2015,257
כפר חיטים,2016,271
כפר חיטים,2017,296
כפר חיטים,2018,298
כפר חיטים,2019,310
כפר חיים,2015,233
כפר חיים,2016,249
כפר חיים,2017,249
כפר חיים,2018,261
כפר חיים,2019,270
כפר חנניה,2015,238
כפר חנניה,2016,259
כפר חנניה,2017,269
כפר חנניה,2018,275
כפר חנניה,2019,306
כפר חסידים א',2015,287
כפר חסידים א',2016,300
כפר חסידים א',2017,317
כפר חסידים א',2018,313
כפר חסידים א',2019,328
כפר חסידים ב',2015,84
כפר חסידים ב',2016,97
כפר חסידים ב',2017,103
כפר חסידים ב',2018,119
כפר חסידים ב',2019,118
כפר חרוב,2015,168
כפר חרוב,2016,186
כפר חרוב,2017,205
כפר חרוב,2018,208
כפר חרוב,2019,223
כפר טרומן,2015,325
כפר טרומן,2016,350
כפר טרומן,2017,402
כפר טרומן,2018,401
כפר טרומן,2019,400
כפר יאסיף,2015,"3,390"
כפר יאסיף,2016,"3,632"
כפר יאסיף,2017,"3,879"
כפר יאסיף,2018,"4,028"
כפר יאסיף,2019,"4,197"
כפר ידידיה,2015,269
כפר ידידיה,2016,284
כפר ידידיה,2017,293
כפר ידידיה,2018,300
כפר ידידיה,2019,302
כפר יהושע,2015,362
כפר יהושע,2016,410
כפר יהושע,2017,434
כפר יהושע,2018,451
כפר יהושע,2019,457
כפר יונה,2015,"6,927"
כפר יונה,2016,"7,335"
כפר יונה,2017,"7,648"
כפר יונה,2018,"7,981"
כפר יונה,2019,"8,777"
כפר יחזקאל,2015,387
כפר יחזקאל,2016,403
כפר יחזקאל,2017,418
כפר יחזקאל,2018,418
כפר יחזקאל,2019,441
כפר יעבץ,2015,229
כפר יעבץ,2016,241
כפר יעבץ,2017,249
כפר יעבץ,2018,250
כפר יעבץ,2019,265
כפר כמא,2015,"1,086"
כפר כמא,2016,"1,166"
כפר כמא,2017,"1,220"
כפר כמא,2018,"1,277"
כפר כמא,2019,"1,315"
כפר כנא,2015,"5,370"
כפר כנא,2016,"5,847"
כפר כנא,2017,"6,440"
כפר כנא,2018,"6,754"
כפר כנא,2019,"7,133"
כפר מונש,2015,322
כפר מונש,2016,327
כפר מונש,2017,328
כפר מונש,2018,336
כפר מונש,2019,335
כפר מימון,2015,179
כפר מימון,2016,195
כפר מימון,2017,209
כפר מימון,2018,220
כפר מימון,2019,238
"כפר מל""ל",2015,159
"כפר מל""ל",2016,149
"כפר מל""ל",2017,157
"כפר מל""ל",2018,165
"כפר מל""ל",2019,156
כפר מנדא,2015,"4,138"
כפר מנדא,2016,"4,566"
כפר מנדא,2017,"5,000"
כפר מנדא,2018,"5,376"
כפר מנדא,2019,"5,770"
כפר מנחם,2015,347
כפר מנחם,2016,404
כפר מנחם,2017,430
כפר מנחם,2018,436
כפר מנחם,2019,450
כפר מסריק,2015,152
כפר מסריק,2016,167
כפר מסריק,2017,176
כפר מסריק,2018,190
כפר מסריק,2019,193
כפר מצר,2015,585
כפר מצר,2016,648
כפר מצר,2017,706
כפר מצר,2018,732
כפר מצר,2019,804
כפר מרדכי,2015,257
כפר מרדכי,2016,274
כפר מרדכי,2017,286
כפר מרדכי,2018,289
כפר מרדכי,2019,300
כפר נטר,2015,431
כפר נטר,2016,448
כפר נטר,2017,451
כפר נטר,2018,475
כפר נטר,2019,474
כפר סאלד,2015,216
כפר סאלד,2016,214
כפר סאלד,2017,245
כפר סאלד,2018,241
כפר סאלד,2019,264
כפר סבא,2015,"52,099"
כפר סבא,2016,"55,440"
כפר סבא,2017,"57,760"
כפר סבא,2018,"61,494"
כפר סבא,2019,"39,258"
כפר סילבר,2015,28
כפר סילבר,2016,30
כפר סילבר,2017,30
כפר סילבר,2018,30
כפר סילבר,2019,30
כפר סירקין,2015,505
כפר סירקין,2016,555
כפר סירקין,2017,578
כפר סירקין,2018,602
כפר סירקין,2019,622
כפר עבודה,2019,1
כפר עזה,2015,321
כפר עזה,2016,336
כפר עזה,2017,350
כפר עזה,2018,360
כפר עזה,2019,382
כפר עציון,2015,136
כפר עציון,2016,157
כפר עציון,2017,174
כפר עציון,2018,190
כפר עציון,2019,198
כפר פינס,2015,143
כפר פינס,2016,163
כפר פינס,2017,166
כפר פינס,2018,178
כפר פינס,2019,188
כפר קאסם,2015,"5,697"
כפר קאסם,2016,"6,294"
כפר קאסם,2017,"6,878"
כפר קאסם,2018,"7,421"
כפר קאסם,2019,"7,960"
כפר קיש,2015,202
כפר קיש,2016,208
כפר קיש,2017,230
כפר קיש,2018,237
כפר קיש,2019,238
כפר קרע,2015,"5,562"
כפר קרע,2016,"5,910"
כפר קרע,2017,"6,405"
כפר קרע,2018,"6,746"
כפר קרע,2019,"7,189"
כפר ראש הנקרה,2015,397
כפר ראש הנקרה,2016,431
כפר ראש הנקרה,2017,460
כפר ראש הנקרה,2018,484
כפר ראש הנקרה,2019,480
כפר רוזנואלד (זרעית),2015,104
כפר רוזנואלד (זרעית),2016,120
כפר רוזנואלד (זרעית),2017,122
כפר רוזנואלד (זרעית),2018,126
כפר רוזנואלד (זרעית),2019,126
כפר רופין,2015,138
כפר רופין,2016,154
כפר רופין,2017,163
כפר רופין,2018,162
כפר רופין,2019,175
כפר רות,2015,128
כפר רות,2016,128
כפר רות,2017,136
כפר רות,2018,145
כפר רות,2019,147
כפר שמאי,2015,149
כפר שמאי,2016,169
כפר שמאי,2017,181
כפר שמאי,2018,184
כפר שמאי,2019,177
כפר שמואל,2015,310
כפר שמואל,2016,314
כפר שמואל,2017,336
כפר שמואל,2018,352
כפר שמואל,2019,378
כפר שמריהו,2015,"1,133"
כפר שמריהו,2016,"1,173"
כפר שמריהו,2017,"1,180"
כפר שמריהו,2018,"1,226"
כפר שמריהו,2019,"1,265"
כפר תבור,2015,"1,571"
כפר תבור,2016,"1,722"
כפר תבור,2017,"1,827"
כפר תבור,2018,"1,944"
כפר תבור,2019,"2,005"
כפר תפוח,2015,187
כפר תפוח,2016,207
כפר תפוח,2017,229
כפר תפוח,2018,241
כפר תפוח,2019,266
כרכום,2015,243
כרכום,2016,263
כרכום,2017,261
כרכום,2018,256
כרכום,2019,269
כרם ביבנה (ישיבה),2015,46
כרם ביבנה (ישיבה),2016,48
כרם ביבנה (ישיבה),2017,47
כרם ביבנה (ישיבה),2018,54
כרם ביבנה (ישיבה),2019,55
כרם בן זמרה,2015,206
כרם בן זמרה,2016,222
כרם בן זמרה,2017,228
כרם בן זמרה,2018,237
כרם בן זמרה,2019,234
כרם בן שמן,2015,34
כרם בן שמן,2016,38
כרם בן שמן,2017,40
כרם בן שמן,2018,39
כרם בן שמן,2019,39
"כרם מהר""ל",2015,348
"כרם מהר""ל",2016,373
"כרם מהר""ל",2017,404
"כרם מהר""ל",2018,417
"כרם מהר""ל",2019,413
כרם שלום,2015,15
כרם שלום,2016,22
כרם שלום,2017,23
כרם שלום,2018,34
כרם שלום,2019,46
כרמי יוסף,2015,898
כרמי יוסף,2016,932
כרמי יוסף,2017,967
כרמי יוסף,2018,984
כרמי יוסף,2019,990
כרמי צור,2015,186
כרמי צור,2016,207
כרמי צור,2017,205
כרמי צור,2018,228
כרמי צור,2019,245
כרמי קטיף,2016,1
כרמי קטיף,2017,50
כרמי קטיף,2018,98
כרמי קטיף,2019,135
כרמיאל,2015,"12,739"
כרמיאל,2016,"13,546"
כרמיאל,2017,"14,180"
כרמיאל,2018,"14,645"
כרמיאל,2019,"14,967"
כרמייה,2015,225
כרמייה,2016,223
כרמייה,2017,232
כרמייה,2018,231
כרמייה,2019,242
כרמים,2015,71
כרמים,2016,85
כרמים,2017,104
כרמים,2018,103
כרמים,2019,110
כרמל,2015,103
כרמל,2016,115
כרמל,2017,116
כרמל,2018,122
כרמל,2019,124
לבון,2015,187
לבון,2016,208
לבון,2017,221
לבון,2018,250
לבון,2019,257
לביא,2015,65
לביא,2016,69
לביא,2017,75
לביא,2018,80
לביא,2019,104
לבנים,2015,161
לבנים,2016,175
לבנים,2017,181
לבנים,2018,185
לבנים,2019,193
להב,2015,134
להב,2016,145
להב,2017,162
להב,2018,171
להב,2019,200
להבות הבשן,2015,272
להבות הבשן,2016,288
להבות הבשן,2017,296
להבות הבשן,2018,303
להבות הבשן,2019,327
להבות חביבה,2015,219
להבות חביבה,2016,235
להבות חביבה,2017,246
להבות חביבה,2018,287
להבות חביבה,2019,308
להבים,2015,"2,651"
להבים,2016,"2,721"
להבים,2017,"2,740"
להבים,2018,"2,854"
להבים,2019,"2,928"
לוד,2015,"40,574"
לוד,2016,"42,963"
לוד,2017,"55,103"
לוד,2018,"47,368"
לוד,2019,"46,578"
לוזית,2015,178
לוזית,2016,197
לוזית,2017,210
לוזית,2018,221
לוזית,2019,252
לוחמי הגיטאות,2015,203
לוחמי הגיטאות,2016,235
לוחמי הגיטאות,2017,248
לוחמי הגיטאות,2018,251
לוחמי הגיטאות,2019,249
לוטם,2015,209
לוטם,2016,222
לוטם,2017,241
לוטם,2018,244
לוטם,2019,260
לוטן,2015,20
לוטן,2016,27
לוטן,2017,44
לוטן,2018,43
לוטן,2019,39
לימן,2015,275
לימן,2016,282
לימן,2017,294
לימן,2018,283
לימן,2019,298
לכיש,2015,230
לכיש,2016,246
לכיש,2017,253
לכיש,2018,288
לכיש,2019,310
לפיד,2015,825
לפיד,2016,849
לפיד,2017,875
לפיד,2018,933
לפיד,2019,924
לפידות,2015,61
לפידות,2016,59
לפידות,2017,66
לפידות,2018,62
לפידות,2019,60
לקיה,2015,"1,761"
לקיה,2016,"2,009"
לקיה,2017,"2,218"
לקיה,2018,"2,340"
לקיה,2019,"2,529"
מאור,2015,447
מאור,2016,463
מאור,2017,498
מאור,2018,535
מאור,2019,547
מאיר שפיה,2015,32
מאיר שפיה,2016,35
מאיר שפיה,2017,33
מאיר שפיה,2018,33
מאיר שפיה,2019,38
מבוא ביתר,2015,286
מבוא ביתר,2016,307
מבוא ביתר,2017,314
מבוא ביתר,2018,321
מבוא ביתר,2019,326
מבוא דותן,2015,109
מבוא דותן,2016,121
מבוא דותן,2017,141
מבוא דותן,2018,147
מבוא דותן,2019,163
מבוא חורון,2015,475
מבוא חורון,2016,534
מבוא חורון,2017,584
מבוא חורון,2018,626
מבוא חורון,2019,637
מבוא חמה,2015,159
מבוא חמה,2016,170
מבוא חמה,2017,168
מבוא חמה,2018,192
מבוא חמה,2019,189
מבוא מודיעים,2015,50
מבוא מודיעים,2016,53
מבוא מודיעים,2017,55
מבוא מודיעים,2018,63
מבוא מודיעים,2019,67
מבואות ים,2015,15
מבואות ים,2016,14
מבואות ים,2017,18
מבואות ים,2018,17
מבואות ים,2019,17
מבועים,2015,421
מבועים,2016,443
מבועים,2017,496
מבועים,2018,518
מבועים,2019,521
מבטחים,2015,169
מבטחים,2016,195
מבטחים,2017,211
מבטחים,2018,224
מבטחים,2019,240
מבקיעים,2015,144
מבקיעים,2016,163
מבקיעים,2017,172
מבקיעים,2018,194
מבקיעים,2019,208
מבשרת ציון,2015,"9,509"
מבשרת ציון,2016,"9,765"
מבשרת ציון,2017,"10,052"
מבשרת ציון,2018,"10,276"
מבשרת ציון,2019,"10,572"
מגאר,2015,"5,739"
מגאר,2016,"6,213"
מגאר,2017,"6,750"
מגאר,2018,"7,119"
מגאר,2019,"7,683"
מג'ד אל-כרום,2015,"3,700"
מג'ד אל-כרום,2016,"3,942"
מג'ד אל-כרום,2017,"4,224"
מג'ד אל-כרום,2018,"4,479"
מג'ד אל-כרום,2019,"4,699"
מגדים,2015,405
מגדים,2016,449
מגדים,2017,460
מגדים,2018,483
מגדים,2019,490
מגדל העמק,2015,"6,484"
מגדל העמק,2016,"6,905"
מגדל העמק,2017,"7,261"
מגדל העמק,2018,"7,415"
מגדל העמק,2019,"7,615"
מגדל עוז,2015,41
מגדל עוז,2016,54
מגדל עוז,2017,51
מגדל עוז,2018,52
מגדל עוז,2019,58
מג'דל שמס,2015,"3,098"
מג'דל שמס,2016,"3,393"
מג'דל שמס,2017,"3,636"
מג'דל שמס,2018,"3,878"
מג'דל שמס,2019,"4,183"
מגדל,2015,551
מגדל,2016,596
מגדל,2017,642
מגדל,2018,700
מגדל,2019,736
מגדלים,2015,74
מגדלים,2016,88
מגדלים,2017,97
מגדלים,2018,113
מגדלים,2019,131
מגידו,2015,247
מגידו,2016,255
מגידו,2017,246
מגידו,2018,267
מגידו,2019,276
מגל,2015,351
מגל,2016,365
מגל,2017,362
מגל,2018,408
מגל,2019,428
מגן שאול,2015,198
מגן שאול,2016,204
מגן שאול,2017,214
מגן שאול,2018,209
מגן שאול,2019,234
מגן,2015,164
מגן,2016,165
מגן,2017,178
מגן,2018,189
מגן,2019,193
מגשימים,2015,417
מגשימים,2016,440
מגשימים,2017,448
מגשימים,2018,458
מגשימים,2019,453
מדרך עוז,2015,239
מדרך עוז,2016,261
מדרך עוז,2017,264
מדרך עוז,2018,275
מדרך עוז,2019,288
מדרשת בן גוריון,2015,470
מדרשת בן גוריון,2016,501
מדרשת בן גוריון,2017,522
מדרשת בן גוריון,2018,550
מדרשת בן גוריון,2019,564
מדרשת רופין,2015,6
מדרשת רופין,2016,5
מדרשת רופין,2017,5
מדרשת רופין,2018,5
מדרשת רופין,2019,5
מודיעין עילית,2015,"2,493"
מודיעין עילית,2016,"2,860"
מודיעין עילית,2017,"3,117"
מודיעין עילית,2018,"3,360"
מודיעין עילית,2019,"3,736"
מודיעין-מכבים-רעות,2015,"27,502"
מודיעין-מכבים-רעות,2016,"29,051"
מודיעין-מכבים-רעות,2017,"30,294"
מודיעין-מכבים-רעות,2018,"31,673"
מודיעין-מכבים-רעות,2019,"32,806"
מולדת,2015,327
מולדת,2016,345
מולדת,2017,361
מולדת,2018,381
מולדת,2019,398
מוצא עילית,2015,353
מוצא עילית,2016,376
מוצא עילית,2017,447
מוצא עילית,2018,495
מוצא עילית,2019,531
מוקייבלה,2015,841
מוקייבלה,2016,946
מוקייבלה,2017,"1,018"
מוקייבלה,2018,"1,079"
מוקייבלה,2019,"1,182"
מורן,2015,175
מורן,2016,178
מורן,2017,179
מורן,2018,182
מורן,2019,191
מורשת,2015,394
מורשת,2016,423
מורשת,2017,449
מורשת,2018,485
מורשת,2019,515
מזור,2015,482
מזור,2016,510
מזור,2017,511
מזור,2018,532
מזור,2019,524
מזכרת בתיה,2015,"4,618"
מזכרת בתיה,2016,"4,952"
מזכרת בתיה,2017,"5,379"
מזכרת בתיה,2018,"5,673"
מזכרת בתיה,2019,"5,832"
מזרע,2015,200
מזרע,2016,215
מזרע,2017,232
מזרע,2018,246
מזרע,2019,265
מזרעה,2015,"1,014"
מזרעה,2016,"1,112"
מזרעה,2017,"1,205"
מזרעה,2018,"1,274"
מזרעה,2019,"1,364"
מחולה,2015,134
מחולה,2016,152
מחולה,2017,159
מחולה,2018,161
מחולה,2019,171
מחנה יתיר,2015,44
מחנה יתיר,2016,45
מחנה יתיר,2017,54
מחנה יתיר,2018,51
מחנה יתיר,2019,53
מחניים,2015,227
מחניים,2016,244
מחניים,2017,260
מחניים,2018,267
מחניים,2019,294
מחסיה,2015,125
מחסיה,2016,129
מחסיה,2017,141
מחסיה,2018,144
מחסיה,2019,162
מטולה,2015,687
מטולה,2016,714
מטולה,2017,739
מטולה,2018,743
מטולה,2019,781
מטע,2015,258
מטע,2016,268
מטע,2017,276
מטע,2018,298
מטע,2019,317
מי עמי,2015,135
מי עמי,2016,137
מי עמי,2017,150
מי עמי,2018,139
מי עמי,2019,142
מיטב,2015,192
מיטב,2016,198
מיטב,2017,209
מיטב,2018,215
מיטב,2019,234
מיטל,2015,8
מיטל,2016,9
מיטל,2017,11
מיטל,2018,11
מיטל,2019,15
מייסר,2015,549
מייסר,2016,604
מייסר,2017,646
מייסר,2018,684
מייסר,2019,728
מיצר,2015,45
מיצר,2016,55
מיצר,2017,70
מיצר,2018,74
מיצר,2019,69
מירב,2015,129
מירב,2016,141
מירב,2017,153
מירב,2018,159
מירב,2019,163
מירון,2015,182
מירון,2016,187
מירון,2017,202
מירון,2018,205
מירון,2019,208
מישר,2015,291
מישר,2016,292
מישר,2017,305
מישר,2018,314
מישר,2019,307
מיתר,2015,"3,130"
מיתר,2016,"3,301"
מיתר,2017,"3,477"
מיתר,2018,"3,759"
מיתר,2019,"4,080"
מכורה,2015,59
